itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX
822,MDS,,,85550,S6100Z,NO_VCCN_CD,Vaccination: None of the above,20,S,Asmt,,Checklist,80590,2220,2220,2220-2220,1,,Vaccinations:  Indicate the vaccinations that are current  z. None of the above,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
823,MDS,,,85580,S6200,HOSP_STAY_NUM,Number of Hospital Stays,20,S,Asmt,,Number,80595,2221,2222,2221-2222,2,,Hospital Stay(s):  Record number of times resident was admitted to hospital with an overnight stay in the last 90 days (or since last assessment if less than 90 days).  Enter 0 if no hospital admissions.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
824,MDS,,,85640,S6210,ER_VISIT_NUM,Number of ER visits,20,S,Asmt,,Number,80600,2223,2225,2223-2225,3,,Emergency Room (ER) visit(s):  Record number of times resident visited ER without an overnight stay in last 90 days (or since last assessment if less than 90 days).  Enter 0 if no ER visits.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
825,MDS,,,85670,S6220,ALZHMR_SPCL_CARE_UNIT_CD,Alzheimer's/Dementia Special Care Unit,20,S,Asmt,,Code,80605,2226,2226,2226-2226,1,,Alzheimer's/Dementia Special Care Unit-Program provided while a resident of this facility within the last 14 days,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
826,MDS,,,85850,S8000A1,MDCR_PRM_PYR_CD,Medicare - Primary Payor,20,S,Asmt,,Checklist,80610,2227,2227,2227-2227,1,,Medicare  - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
827,MDS,,,85880,S8000A2,MDCR_2nd_PYR_CD,Medicare - Secondary Payor,20,S,Asmt,,Checklist,80615,2228,2228,2228-2228,1,,Medicare - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
828,MDS,,,85910,S8000A3,MDCR_PYR_CD,Medicare Payor,20,S,Asmt,,Checklist,80620,2229,2229,2229-2229,1,,Medicare,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
829,MDS,,,85940,S8000B1,MDCR_A_PRM_PYR_CD,Medicare Part A - Primary Payor,20,S,Asmt,,Checklist,80625,2230,2230,2230-2230,1,,Medicare Part A  - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
830,MDS,,,85970,S8000B2,MDCR_A_2nd_PYR_CD,Medicare Part A - Secondary Payor,20,S,Asmt,,Checklist,80630,2231,2231,2231-2231,1,,Medicare Part A  - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
831,MDS,,,86000,S8000B3,MDCR_A_PYR_CD,Medicare Part A Payor,20,S,Asmt,,Checklist,80635,2232,2232,2232-2232,1,,Medicare Part A,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
832,MDS,,,86030,S8000C1,MDCR_B_PRM_PYR_CD,Medicare Part B - Primary Payor,20,S,Asmt,,Checklist,80640,2233,2233,2233-2233,1,,Medicare Part B - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
833,MDS,,,86060,S8000C2,MDCR_B_2nd_PYR_CD,Medicare Part B - Secondary Payor,20,S,Asmt,,Checklist,80645,2234,2234,2234-2234,1,,Medicare Part B - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
834,MDS,,,86090,S8000C3,MDCR_B_PYR_CD,Medicare Part B Payor,20,S,Asmt,,Checklist,80650,2235,2235,2235-2235,1,,Medicare Part B,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
835,MDS,,,86120,S8000D1,MDCR_C_PRM_PYR_CD,Medicare Part C - Primary Payor,20,S,Asmt,,Checklist,80655,2236,2236,2236-2236,1,,Medicare Part C (Medicare Advantage) - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
836,MDS,,,86180,S8000D3,MDCR_C_PYR_CD,Medicare Part C Payor,20,S,Asmt,,Checklist,80665,2238,2238,2238-2238,1,,Medicare Part C (Medicare Advantage),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
837,MDS,,,86210,S8000E1,MDCR_PD_PRM_PYR_CD,Medicare per diem - Primary Payor,20,S,Asmt,,Checklist,80670,2239,2239,2239-2239,1,,Medicare per diem - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
838,MDS,,,86240,S8000E2,MDCR_PD_2nd_PYR_CD,Medicare per diem - Secondary Payor,20,S,Asmt,,Checklist,80675,2240,2240,2240-2240,1,,Medicare per diem - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
839,MDS,,,86270,S8000E3,MDCR_PD_PYR_CD,Medicare per diem Payor,20,S,Asmt,,Checklist,80680,2241,2241,2241-2241,1,,Medicare per diem,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
840,MDS,,,86300,S8000Z,NO_MDCR_PYR_CD,Medicare not a payment source,20,S,Asmt,,Checklist,80685,2242,2242,2242-2242,1,,Medicare not a payment source,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
841,MDS,,,86330,S8010A1,ISTATE_MDCD_PRM_PYR_CD,In-state Medicaid - Primary Payor,20,S,Asmt,,Checklist,80690,2243,2243,2243-2243,1,,In-state Medicaid - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
842,MDS,,,86360,S8010A2,ISTATE_MDCD_2ND_PYR_CD,In-state Medicaid - Secondary Payor,20,S,Asmt,,Checklist,80695,2244,2244,2244-2244,1,,In-state Medicaid - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
843,MDS,,,86390,S8010A3,ISTATE_MDCD_PYR_CD,In-state Medicaid payor,20,S,Asmt,,Checklist,80700,2245,2245,2245-2245,1,,In-state Medicaid,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
844,MDS,,,86420,S8010B1,OSTATE_MDCD_PRM_PYR_CD,Out-of-state Medicaid - Primary Payor,20,S,Asmt,,Checklist,80705,2246,2246,2246-2246,1,,Out-of-state Medicaid - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
845,MDS,,,86450,S8010B2,OSTATE_MDCD_2ND_PYR_CD,Out-of-state Medicaid - Secondary Payor,20,S,Asmt,,Checklist,80710,2247,2247,2247-2247,1,,Out-of-state Medicaid - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
846,MDS,,,86480,S8010B3,OSTATE_MDCD_PYR_CD,Out-of-state Medicaid Payor,20,S,Asmt,,Checklist,80715,2248,2248,2248-2248,1,,Out-of-state Medicaid,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
847,MDS,,,86510,S8010C1,MDCD_PD_PRM_PYR_CD,Medicaid per diem - Primary Payor,20,S,Asmt,,Checklist,80720,2249,2249,2249-2249,1,,Medicaid per diem - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
848,MDS,,,86540,S8010C2,MDCD_PD_2nd_PYR_CD,Medicaid per diem - Secondary Payor,20,S,Asmt,,Checklist,80725,2250,2250,2250-2250,1,,Medicaid per diem - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
849,MDS,,,86570,S8010C3,MDCD_PD_PYR_CD,Medicaid per diem Payor,20,S,Asmt,,Checklist,80730,2251,2251,2251-2251,1,,Medicaid per diem,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
850,MDS,,,86600,S8010D1,MDCD_MC_PD_PRM_PYR_CD,Medicaid managed care per diem - Primary Payor,20,S,Asmt,,Checklist,80735,2252,2252,2252-2252,1,,Medicaid managed care per diem - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
851,MDS,,,86630,S8010D2,MDCD_MC_PD_2nd_PYR_CD,Medicaid managed care per diem - Secondary Payor,20,S,Asmt,,Checklist,80740,2253,2253,2253-2253,1,,Medicaid managed care per diem - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
852,MDS,,,86660,S8010D3,MDCD_MC_PD_PYR_CD,Medicaid managed care per diem Payor,20,S,Asmt,,Checklist,80745,2254,2254,2254-2254,1,,Medicaid managed care per diem,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
853,MDS,,,86690,S8010E1,MDCD_NMC_PD_PRM_PYR_CD,Medicaid per diem (not MC) - Primary Payor,20,S,Asmt,,Checklist,80750,2255,2255,2255-2255,1,,Medicaid per diem (not managed care) - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
854,MDS,,,86720,S8010E2,MDCD_NMC_PD_2ND_PYR_CD,Medicaid per diem (not MC) - Secondary Payor,20,S,Asmt,,Checklist,80755,2256,2256,2256-2256,1,,Medicaid per diem (not managed care) - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
855,MDS,,,86750,S8010E3,MDCD_NMC_PD_PYR_CD,Medicaid per diem (not MC) Payor,20,S,Asmt,,Checklist,80760,2257,2257,2257-2257,1,,Medicaid per diem (not managed care),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
856,MDS,,,86810,S8010F1,MDCD_RSDNT_PRM_PYR_CD,Medicaid Resident Liability - Primary Payor,20,S,Asmt,,Checklist,80765,2258,2258,2258-2258,1,,Medicaid Resident Liability - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
857,MDS,,,86840,S8010F2,MDCD_RSDNT_2nd_PYR_CD,Medicaid Resident Liability - Secondary Payor,20,S,Asmt,,Checklist,80770,2259,2259,2259-2259,1,,Medicaid Resident Liability - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
858,MDS,,,86870,S8010F3,MDCD_RSDNT_PYR_CD,Medicaid Resident Liability Payor,20,S,Asmt,,Checklist,80775,2260,2260,2260-2260,1,,Medicaid Resident Liability,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
859,MDS,,,86930,S8010G1,MDCR_COPAY_PRM_PYR_CD,Medicare Co-Pay - Primary Payor,20,S,Asmt,,Checklist,80780,2261,2261,2261-2261,1,,Medicare Co-pay - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
860,MDS,,,86960,S8010G2,MDCR_COPAY_2nd_PYR_CD,Medicare Co-pay - Secondary Payor,20,S,Asmt,,Checklist,80785,2262,2262,2262-2262,1,,Medicare Co-pay - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
861,MDS,,,86990,S8010G3,MDCR_COPAY_PYR_CD,Medicare Co-pay Payor,20,S,Asmt,,Checklist,80790,2263,2263,2263-2263,1,,Medicare Co-pay,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
862,MDS,,,87020,S8010H1,MDCD_OTHR_PRM_PYR_CD,Picture Date reporting,20,S,Asmt,,Checklist,80795,2264,2264,2264-2264,1,,Check this item if the assessment is a Discharge Return Anticipated assessment AND is to be used as a Discharge Return Not Anticipated for Picture Date reporting requirements,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
863,MDS,,,87050,S8010H2,MDCD_OTHR_2nd_PYR_CD,Medicaid Other - Secondary Payor,20,S,Asmt,,Checklist,80800,2265,2265,2265-2265,1,,Medicaid Other - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
864,MDS,,,87080,S8010H3,MDCD_OTHR_PYR_CD,Medicaid Other Payor,20,S,Asmt,,Checklist,80805,2266,2266,2266-2266,1,,Medicaid Other,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
865,MDS,,,87110,S8010I1,MDCD_PNDNG_PRM_PYR_CD,Medicaid Pending - Primary Payor,20,S,Asmt,,Checklist,80810,2267,2267,2267-2267,1,,Medicaid Pending - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
866,MDS,,,87140,S8010I2,MDCD_PNDNG_2nd_PYR_CD,Medicaid Pending - Secondary Payor,20,S,Asmt,,Checklist,80815,2268,2268,2268-2268,1,,Medicaid Pending - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
867,MDS,,,87170,S8010I3,MDCD_PNDNG_PYR_CD,Medicaid Pending Payor,20,S,Asmt,,Checklist,80820,2269,2269,2269-2269,1,,Medicaid Pending,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
868,MDS,,,87200,S8010Z,NO_MDCD_PYR_CD,Medicaid not a payment source,20,S,Asmt,,Checklist,80825,2270,2270,2270-2270,1,,Medicaid not a payment source,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
869,MDS,,,87230,S8020A1,PRVT_PRM_PYR_CD,Private - Primary Payor,20,S,Asmt,,Checklist,80830,2271,2271,2271-2271,1,,Private - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
870,MDS,,,87260,S8020A2,PRVT_2nd_PYR_CD,Private - Secondary Payor,20,S,Asmt,,Checklist,80835,2272,2272,2272-2272,1,,Private - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
871,MDS,,,87290,S8020A3,PRVT_PYR_CD,Private Payor,20,S,Asmt,,Checklist,80840,2273,2273,2273-2273,1,,Private,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
872,MDS,,,87320,S8020B1,PRVT_PD_PRM_PYR_CD,Private per diem - Primary Payor,20,S,Asmt,,Checklist,80845,2274,2274,2274-2274,1,,Private per diem (including co-pay) - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
873,MDS,,,87350,S8020B2,PRVT_PD_2nd_PYR_CD,Private per diem - Secondary Payor,20,S,Asmt,,Checklist,80850,2275,2275,2275-2275,1,,Private per diem (including co-pay) - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
874,MDS,,,87380,S8020B3,PRVT_PD_PYR_CD,Private per diem Payor,20,S,Asmt,,Checklist,80855,2276,2276,2276-2276,1,,Private per diem (including co-pay),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
875,MDS,,,87410,S8020C1,PRVT_LTC_PRM_PYR_CD,Private LTC insurance policy - Primary Payor,20,S,Asmt,,Checklist,80860,2277,2277,2277-2277,1,,Private LTC insurance policy - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
876,MDS,,,87440,S8020C2,PRVT_LTC_2nd_PYR_CD,Private LTC insurance policy - Secondary Payor,20,S,Asmt,,Checklist,80865,2278,2278,2278-2278,1,,Private LTC insurance policy - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
877,MDS,,,87470,S8020C3,PRVT_LTC_PYR_CD,Private LTC insurance policy,20,S,Asmt,,Checklist,80870,2279,2279,2279-2279,1,,Private LTC insurance policy,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
878,MDS,,,87500,S8020Z,NO_PRVT_PYR_CD,Private insurance not a payment source,20,S,Asmt,,Checklist,80875,2280,2280,2280-2280,1,,Private insurance not a payment source,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
879,MDS,,,87530,S8030A1,SELF_PRM_PYR_CD,Self-pay - Primary Payor,20,S,Asmt,,Checklist,80880,2281,2281,2281-2281,1,,Self-pay - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
880,MDS,,,87560,S8030A2,SELF_2nd_PYR_CD,Self-pay - Secondary Payor,20,S,Asmt,,Checklist,80885,2282,2282,2282-2282,1,,Self-pay - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
881,MDS,,,87590,S8030A3,SELF_PYR_CD,Self-pay Payor,20,S,Asmt,,Checklist,80890,2283,2283,2283-2283,1,,Self-pay,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
882,MDS,,,87620,S8030B1,FMLY_PRM_PYR_CD,Family pay - Primary Payor,20,S,Asmt,,Checklist,80895,2284,2284,2284-2284,1,,Family pay - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
883,MDS,,,87650,S8030B2,FMLY_2nd_PYR_CD,Family pay - Secondary Payor,20,S,Asmt,,Checklist,80900,2285,2285,2285-2285,1,,Family pay - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
884,MDS,,,87680,S8030B3,FMLY_PYR_CD,Family pay Payor,20,S,Asmt,,Checklist,80905,2286,2286,2286-2286,1,,Family pay,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
885,MDS,,,87710,S8030C,SELF_FMLY_PD_PYR_CD,Self or Family pay for full per diem,20,S,Asmt,,Checklist,80910,2287,2287,2287-2287,1,,Self or family pay for full per diem,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
886,MDS,,,87740,S8030Z,NO_SELF_FMLY_PYR_CD,Self or Family not a payment source,20,S,Asmt,,Checklist,80915,2288,2288,2288-2288,1,,Self or family not a payment source,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
887,MDS,,,87770,S8040A1,STATE_MA_PRM_PYR_CD,State Run Medical Assistance - Primary Payor,20,S,Asmt,,Checklist,80920,2289,2289,2289-2289,1,,State Run Medical Assistance - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
888,MDS,,,87800,S8040A2,STATE_MA_2nd_PYR_CD,State Run Medical Assistance - Secondary Payor,20,S,Asmt,,Checklist,80925,2290,2290,2290-2290,1,,State Run Medical Assistance - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
889,MDS,,,87830,S8040A3,STATE_MA_PYR_CD,State Run Medical Assistance Payor,20,S,Asmt,,Checklist,80930,2291,2291,2291-2291,1,,State Run Medical Assistance,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
890,MDS,,,87860,S8040B1,TRICARE_PD_PRM_PYR_CD,Tricare per diem - Primary Payor,20,S,Asmt,,Checklist,80935,2292,2292,2292-2292,1,,Tricare per diem - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
891,MDS,,,87890,S8040B2,TRICARE_PD_2nd_PYR_CD,Tricare per diem - Secondary Payor,20,S,Asmt,,Checklist,80940,2293,2293,2293-2293,1,,Tricare per diem - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
892,MDS,,,87920,S8040B3,TRICARE_PD_PYR_CD,Tricare per diem Payor,20,S,Asmt,,Checklist,80945,2294,2294,2294-2294,1,,Tricare per diem,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
893,MDS,,,87950,S8040C1,VA_PD_PRM_PYR_CD,VA per diem - Primary Payor,20,S,Asmt,,Checklist,80950,2295,2295,2295-2295,1,,VA per diem - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
894,MDS,,,87980,S8040C2,VA_PD_2nd_PYR_CD,VA per diem - Secondary Payor,20,S,Asmt,,Checklist,80955,2296,2296,2296-2296,1,,VA per diem - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
895,MDS,,,88010,S8040C3,VA_PD_PYR_CD,VA per diem Payor,20,S,Asmt,,Checklist,80960,2297,2297,2297-2297,1,,VA per diem,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
896,MDS,,,88040,S8040D1,OTHR_PBLC_PRM_PYR_CD,Other Public - Primary Payor,20,S,Asmt,,Checklist,80965,2298,2298,2298-2298,1,,Other public - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
897,MDS,,,88070,S8040D2,OTHR_PBLC_2nd_PYR_CD,Other Public - Secondary Payor,20,S,Asmt,,Checklist,80970,2299,2299,2299-2299,1,,Other public - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
898,MDS,,,88100,S8040D3,OTHR_PBLC_PYR_CD,Other Public Payor,20,S,Asmt,,Checklist,80975,2300,2300,2300-2300,1,,Other public,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
899,MDS,,,88130,S8040Z,NO_OTHR_GOVT_PYR_CD,Other government not a payment source,20,S,Asmt,,Checklist,80980,2301,2301,2301-2301,1,,Other government not a payment source,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
900,MDS,,,88160,S8050A1,OTHR_PRM_PYR,Other - Primary Payor,20,S,Asmt,,Checklist,80985,2302,2302,2302-2302,1,,Other - Primary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
901,MDS,,,88190,S8050A2,OTHR_2nd_PYR,Other - Secondary Payor,20,S,Asmt,,Checklist,80990,2303,2303,2303-2303,1,,Other - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
902,MDS,,,88220,S8050A3,OTHR_PYR,Other Payor,20,S,Asmt,,Checklist,80995,2304,2304,2304-2304,1,,Other,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
903,MDS,,,88310,S8050D,OTHR_PYR_3_NAME,Other Payor Name 3,20,S,Asmt,,Text,81010,2365,2394,2365-2394,30,,Other Name 3,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
904,MDS,,,88370,S8099,NO_PYR_CD,Payor: None of the Above,20,S,Asmt,,Checklist,81015,2395,2395,2395-2395,1,,None of the Above,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
905,MDS,,,88250,S8050B,OTHR_PYR_1_NAME,Other Payor Name 1,20,S,Asmt,,Text,81000,2305,2334,2305-2334,30,,Other Name 1,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
906,MDS,,,86150,S8000D2,MDCR_C_2nd_PYR_CD,Medicare Part C - Secondary Payor,20,S,Asmt,,Checklist,80660,2237,2237,2237-2237,1,,Medicare Part C (Medicare Advantage) - Secondary Payor,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
907,MDS,,,88280,S8050C,OTHR_PYR_2_NAME,Other Payor Name 2,20,S,Asmt,,Text,81005,2335,2364,2335-2364,30,,Other Name 2,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
915,MDS,,,88400,S8500,MDCD_CVRG_BGN_DT,Medicaid begin date,20,S,Asmt,,Date,81020,2396,2403,2396-2403,8,,"Date Medicaid Coverage Began - If applicable, enter date",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
916,MDS,,,88430,S8510A,MDCD_THRPTC_DAY_LA_NUM,Medicaid Therapeutic bed-hold days since last asmt,20,S,Asmt,,Number,81670,2557,2558,2557-2558,2,,Number of therapeutic bed-hold days paid by Medicaid since the last assessment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
